,Tmin,DateTime
64,66.92,2016-08-04
65,66.92,2016-08-05
66,66.02,2016-08-06
67,66.02,2016-08-07
68,66.02,2016-08-08
69,66.02,2016-08-09
70,66.92,2016-08-10
71,66.02,2016-08-11
72,66.02,2016-08-12
73,64.94,2016-08-13
74,66.92,2016-08-14
75,68.0,2016-08-15
76,64.94,2016-08-16
77,60.98,2016-08-17
78,62.06,2016-08-18
79,60.98,2016-08-19
80,62.06,2016-08-20
81,62.96,2016-08-21
82,62.96,2016-08-22
83,62.96,2016-08-23
84,64.04,2016-08-24
85,64.04,2016-08-25
86,64.04,2016-08-26
87,64.94,2016-08-27
88,64.94,2016-08-28
89,62.96,2016-08-29
90,66.02,2016-08-30
91,66.02,2016-08-31
0,60.08,2017-06-01
1,60.98,2017-06-02
2,59.0,2017-06-03
3,60.98,2017-06-04
4,60.98,2017-06-05
5,60.08,2017-06-06
6,62.06,2017-06-07
7,60.98,2017-06-08
8,60.08,2017-06-09
9,57.92,2017-06-10
10,60.98,2017-06-11
11,60.08,2017-06-12
12,55.94,2017-06-13
13,57.02,2017-06-14
14,60.08,2017-06-15
15,60.98,2017-06-16
16,62.06,2017-06-17
17,62.06,2017-06-18
18,60.98,2017-06-19
19,60.98,2017-06-20
20,60.98,2017-06-21
21,62.06,2017-06-22
22,62.96,2017-06-23
23,60.98,2017-06-24
24,60.98,2017-06-25
25,62.96,2017-06-26
26,64.04,2017-06-27
27,62.06,2017-06-28
28,60.98,2017-06-29
29,62.96,2017-06-30
30,60.98,2017-07-01
31,62.06,2017-07-02
32,62.96,2017-07-03
33,62.96,2017-07-04
34,62.06,2017-07-05
35,62.96,2017-07-06
36,64.04,2017-07-07
37,66.02,2017-07-08
38,69.98,2017-07-09
39,69.08,2017-07-10
40,68.0,2017-07-11
41,66.92,2017-07-12
42,64.94,2017-07-13
43,64.94,2017-07-14
44,64.04,2017-07-15
45,64.94,2017-07-16
46,66.92,2017-07-17
47,68.0,2017-07-18
48,66.92,2017-07-19
49,66.92,2017-07-20
50,66.92,2017-07-21
51,66.02,2017-07-22
52,66.02,2017-07-23
53,66.92,2017-07-24
54,66.92,2017-07-25
55,68.0,2017-07-26
56,66.92,2017-07-27
57,66.92,2017-07-28
58,66.02,2017-07-29
59,66.02,2017-07-30
60,64.94,2017-07-31
61,64.94,2017-08-01
62,66.92,2017-08-02
63,71.06,2017-08-03
64,71.96,2017-08-04
65,69.08,2017-08-05
66,68.0,2017-08-06
67,66.92,2017-08-07
68,66.92,2017-08-08
69,66.92,2017-08-09
70,66.02,2017-08-10
71,66.02,2017-08-11
72,66.02,2017-08-12
73,64.04,2017-08-13
74,64.94,2017-08-14
75,64.94,2017-08-15
76,64.94,2017-08-16
77,66.02,2017-08-17
78,64.94,2017-08-18
79,64.94,2017-08-19
80,66.02,2017-08-20
81,66.02,2017-08-21
82,66.92,2017-08-22
83,66.02,2017-08-23
84,66.02,2017-08-24
85,66.02,2017-08-25
86,66.92,2017-08-26
87,66.02,2017-08-27
88,64.94,2017-08-28
89,68.0,2017-08-29
90,66.92,2017-08-30
91,68.0,2017-08-31
0,60.08,2018-06-01
1,57.02,2018-06-02
2,59.0,2018-06-03
3,60.98,2018-06-04
4,60.08,2018-06-05
5,60.98,2018-06-06
6,60.08,2018-06-07
7,57.92,2018-06-08
8,59.0,2018-06-09
9,60.98,2018-06-10
10,62.06,2018-06-11
11,,2018-06-12
12,62.06,2018-06-13
13,60.08,2018-06-14
14,60.98,2018-06-15
15,62.06,2018-06-16
16,62.96,2018-06-17
17,62.06,2018-06-18
18,60.98,2018-06-19
19,60.08,2018-06-20
20,60.98,2018-06-21
21,64.04,2018-06-22
22,62.06,2018-06-23
23,62.96,2018-06-24
24,62.96,2018-06-25
25,64.04,2018-06-26
26,62.96,2018-06-27
27,64.04,2018-06-28
28,64.04,2018-06-29
29,64.94,2018-06-30
30,66.02,2018-07-01
31,64.94,2018-07-02
32,64.04,2018-07-03
33,64.94,2018-07-04
34,64.94,2018-07-05
35,64.04,2018-07-06
36,68.0,2018-07-07
37,73.94,2018-07-08
38,73.94,2018-07-09
39,73.04,2018-07-10
40,71.96,2018-07-11
41,71.06,2018-07-12
42,69.98,2018-07-13
43,69.08,2018-07-14
44,68.0,2018-07-15
45,69.08,2018-07-16
46,69.08,2018-07-17
47,69.08,2018-07-18
48,69.08,2018-07-19
49,69.08,2018-07-20
50,68.0,2018-07-21
51,69.08,2018-07-22
52,68.0,2018-07-23
53,69.98,2018-07-24
54,69.08,2018-07-25
55,69.98,2018-07-26
56,69.98,2018-07-27
57,68.0,2018-07-28
58,69.08,2018-07-29
59,68.0,2018-07-30
60,69.08,2018-07-31
61,69.08,2018-08-01
62,69.98,2018-08-02
63,69.98,2018-08-03
64,69.98,2018-08-04
65,66.92,2018-08-05
66,68.0,2018-08-06
67,68.0,2018-08-07
68,69.98,2018-08-08
69,69.98,2018-08-09
70,69.08,2018-08-10
71,73.04,2018-08-11
72,71.96,2018-08-12
73,69.08,2018-08-13
74,69.08,2018-08-14
75,69.08,2018-08-15
76,69.98,2018-08-16
77,71.96,2018-08-17
78,71.96,2018-08-18
79,71.06,2018-08-19
80,69.98,2018-08-20
81,71.06,2018-08-21
82,71.06,2018-08-22
83,69.08,2018-08-23
84,69.08,2018-08-24
85,68.0,2018-08-25
86,64.94,2018-08-26
87,66.92,2018-08-27
88,66.92,2018-08-28
89,66.02,2018-08-29
90,66.92,2018-08-30
91,64.04,2018-08-31
0,59.0,2019-06-01
1,59.0,2019-06-02
2,60.08,2019-06-03
3,59.0,2019-06-04
4,60.08,2019-06-05
5,60.08,2019-06-06
6,60.08,2019-06-07
7,60.98,2019-06-08
8,62.06,2019-06-09
9,60.98,2019-06-10
10,62.06,2019-06-11
11,62.96,2019-06-12
12,60.98,2019-06-13
13,60.98,2019-06-14
14,62.06,2019-06-15
15,62.96,2019-06-16
16,62.96,2019-06-17
17,62.06,2019-06-18
18,62.96,2019-06-19
19,64.04,2019-06-20
20,64.04,2019-06-21
21,62.06,2019-06-22
22,62.06,2019-06-23
23,60.98,2019-06-24
24,60.98,2019-06-25
25,62.96,2019-06-26
26,60.98,2019-06-27
27,62.06,2019-06-28
28,62.96,2019-06-29
29,62.06,2019-06-30
30,64.04,2019-07-01
31,62.96,2019-07-02
32,62.06,2019-07-03
33,64.04,2019-07-04
34,62.96,2019-07-05
35,62.06,2019-07-06
36,62.96,2019-07-07
37,64.04,2019-07-08
38,64.04,2019-07-09
39,62.96,2019-07-10
40,62.96,2019-07-11
41,64.04,2019-07-12
42,64.04,2019-07-13
43,64.04,2019-07-14
44,62.96,2019-07-15
45,62.96,2019-07-16
46,62.06,2019-07-17
47,64.04,2019-07-18
48,62.06,2019-07-19
49,62.06,2019-07-20
50,64.04,2019-07-21
51,62.96,2019-07-22
52,62.96,2019-07-23
53,64.04,2019-07-24
54,66.92,2019-07-25
55,69.98,2019-07-26
56,60.98,2019-07-27
57,66.02,2019-07-28
58,64.04,2019-07-29
59,62.96,2019-07-30
60,62.96,2019-07-31
61,64.04,2019-08-01
62,62.96,2019-08-02
63,62.06,2019-08-03
64,64.04,2019-08-04
65,62.96,2019-08-05
66,62.06,2019-08-06
67,62.96,2019-08-07
68,60.98,2019-08-08
69,60.98,2019-08-09
70,60.08,2019-08-10
71,60.98,2019-08-11
72,62.06,2019-08-12
73,62.06,2019-08-13
74,60.98,2019-08-14
75,60.98,2019-08-15
76,62.06,2019-08-16
77,64.04,2019-08-17
78,66.02,2019-08-18
79,66.02,2019-08-19
80,66.02,2019-08-20
81,64.94,2019-08-21
82,60.98,2019-08-22
83,66.92,2019-08-23
84,66.92,2019-08-24
85,68.0,2019-08-25
86,68.0,2019-08-26
87,69.08,2019-08-27
88,69.98,2019-08-28
89,69.98,2019-08-29
90,69.08,2019-08-30
91,69.98,2019-08-31
0,57.92,2020-06-01
1,60.08,2020-06-02
2,60.08,2020-06-03
3,60.98,2020-06-04
4,62.06,2020-06-05
5,62.96,2020-06-06
6,60.98,2020-06-07
7,57.92,2020-06-08
8,64.94,2020-06-09
9,62.96,2020-06-10
10,66.92,2020-06-11
11,60.08,2020-06-12
12,60.98,2020-06-13
13,59.0,2020-06-14
14,59.0,2020-06-15
15,60.08,2020-06-16
16,62.96,2020-06-17
17,62.06,2020-06-18
18,62.06,2020-06-19
19,62.96,2020-06-20
20,62.06,2020-06-21
21,62.96,2020-06-22
22,62.06,2020-06-23
23,60.98,2020-06-24
24,60.98,2020-06-25
25,62.96,2020-06-26
26,62.06,2020-06-27
27,60.98,2020-06-28
28,62.96,2020-06-29
29,62.96,2020-06-30
30,62.06,2020-07-01
31,62.96,2020-07-02
32,62.06,2020-07-03
33,60.98,2020-07-04
34,62.06,2020-07-05
35,62.96,2020-07-06
36,62.96,2020-07-07
37,64.04,2020-07-08
38,62.06,2020-07-09
39,62.96,2020-07-10
40,62.96,2020-07-11
41,62.96,2020-07-12
42,66.92,2020-07-13
43,64.04,2020-07-14
44,62.96,2020-07-15
45,62.06,2020-07-16
46,62.06,2020-07-17
47,64.04,2020-07-18
48,62.06,2020-07-19
49,60.98,2020-07-20
50,60.08,2020-07-21
51,59.0,2020-07-22
52,59.0,2020-07-23
53,60.98,2020-07-24
54,60.98,2020-07-25
55,60.98,2020-07-26
56,60.08,2020-07-27
57,60.08,2020-07-28
58,60.08,2020-07-29
59,59.0,2020-07-30
60,57.92,2020-07-31
61,62.06,2020-08-01
62,60.98,2020-08-02
63,62.96,2020-08-03
64,64.94,2020-08-04
65,64.04,2020-08-05
66,62.96,2020-08-06
67,62.96,2020-08-07
68,60.98,2020-08-08
69,62.06,2020-08-09
70,60.98,2020-08-10
71,62.06,2020-08-11
72,60.08,2020-08-12
73,60.08,2020-08-13
74,66.02,2020-08-14
75,,2020-08-15
76,69.08,2020-08-16
77,68.0,2020-08-17
78,66.92,2020-08-18
79,69.08,2020-08-19
80,73.04,2020-08-20
81,71.96,2020-08-21
82,69.98,2020-08-22
83,69.98,2020-08-23
84,71.06,2020-08-24
85,69.08,2020-08-25
86,66.92,2020-08-26
87,66.02,2020-08-27
88,66.92,2020-08-28
89,62.06,2020-08-29
90,62.06,2020-08-30
91,62.06,2020-08-31
0,60.08,2021-06-01
1,57.92,2021-06-02
2,57.02,2021-06-03
3,57.92,2021-06-04
4,59.0,2021-06-05
5,59.0,2021-06-06
6,60.08,2021-06-07
7,59.0,2021-06-08
8,59.0,2021-06-09
9,59.0,2021-06-10
10,55.94,2021-06-11
11,57.02,2021-06-12
12,57.92,2021-06-13
13,59.0,2021-06-14
14,60.98,2021-06-15
15,62.06,2021-06-16
16,64.04,2021-06-17
17,62.06,2021-06-18
18,60.08,2021-06-19
19,60.98,2021-06-20
20,60.08,2021-06-21
21,60.98,2021-06-22
22,60.08,2021-06-23
23,60.98,2021-06-24
24,60.98,2021-06-25
25,60.98,2021-06-26
26,60.98,2021-06-27
27,60.98,2021-06-28
28,64.04,2021-06-29
29,64.04,2021-06-30
30,64.04,2021-07-01
31,64.04,2021-07-02
32,62.96,2021-07-03
33,62.06,2021-07-04
34,60.08,2021-07-05
35,60.08,2021-07-06
36,62.06,2021-07-07
37,62.06,2021-07-08
38,64.04,2021-07-09
39,66.02,2021-07-10
40,64.94,2021-07-11
41,64.94,2021-07-12
42,66.92,2021-07-13
43,66.02,2021-07-14
44,66.02,2021-07-15
45,64.04,2021-07-16
46,64.94,2021-07-17
47,64.04,2021-07-18
48,64.94,2021-07-19
49,66.02,2021-07-20
50,64.94,2021-07-21
51,64.04,2021-07-22
52,66.92,2021-07-23
53,64.94,2021-07-24
54,64.94,2021-07-25
55,64.94,2021-07-26
56,64.94,2021-07-27
57,64.04,2021-07-28
58,62.96,2021-07-29
59,62.06,2021-07-30
60,60.98,2021-07-31
61,60.98,2021-08-01
62,62.06,2021-08-02
63,62.96,2021-08-03
64,62.96,2021-08-04
65,62.96,2021-08-05
66,64.04,2021-08-06
67,64.04,2021-08-07
68,64.04,2021-08-08
69,64.04,2021-08-09
70,62.96,2021-08-10
71,62.06,2021-08-11
72,64.04,2021-08-12
73,66.02,2021-08-13
74,66.02,2021-08-14
75,64.94,2021-08-15
76,64.94,2021-08-16
77,66.02,2021-08-17
78,68.0,2021-08-18
79,68.0,2021-08-19
80,66.92,2021-08-20
81,66.92,2021-08-21
82,64.94,2021-08-22
83,66.02,2021-08-23
84,64.04,2021-08-24
85,62.96,2021-08-25
86,64.04,2021-08-26
87,64.04,2021-08-27
88,62.06,2021-08-28
89,60.98,2021-08-29
90,60.98,2021-08-30
91,64.04,2021-08-31
