,Tmax,DateTime
84,82.94,2020-08-24
85,73.94,2020-08-25
86,75.92,2020-08-26
87,75.92,2020-08-27
88,78.98,2020-08-28
89,75.02,2020-08-29
90,71.96,2020-08-30
91,73.04,2020-08-31
0,68.0,2021-06-01
1,66.02,2021-06-02
2,62.96,2021-06-03
3,68.0,2021-06-04
4,69.08,2021-06-05
5,69.08,2021-06-06
6,69.08,2021-06-07
7,69.08,2021-06-08
8,69.98,2021-06-09
9,69.98,2021-06-10
10,71.06,2021-06-11
11,71.96,2021-06-12
12,73.94,2021-06-13
13,71.96,2021-06-14
14,73.94,2021-06-15
15,78.98,2021-06-16
16,80.06,2021-06-17
17,73.94,2021-06-18
18,71.06,2021-06-19
19,69.08,2021-06-20
20,69.08,2021-06-21
21,69.98,2021-06-22
22,69.98,2021-06-23
23,71.06,2021-06-24
24,69.08,2021-06-25
25,69.98,2021-06-26
26,69.98,2021-06-27
27,71.06,2021-06-28
28,71.96,2021-06-29
29,73.94,2021-06-30
30,73.04,2021-07-01
31,73.04,2021-07-02
32,69.98,2021-07-03
33,69.98,2021-07-04
34,71.06,2021-07-05
35,69.98,2021-07-06
36,71.96,2021-07-07
37,71.06,2021-07-08
38,73.94,2021-07-09
39,75.02,2021-07-10
40,77.0,2021-07-11
41,77.0,2021-07-12
42,75.02,2021-07-13
43,73.94,2021-07-14
44,75.92,2021-07-15
45,75.92,2021-07-16
46,73.04,2021-07-17
47,75.02,2021-07-18
48,78.98,2021-07-19
49,75.92,2021-07-20
50,73.94,2021-07-21
51,78.08,2021-07-22
52,77.0,2021-07-23
53,75.92,2021-07-24
54,73.04,2021-07-25
55,73.04,2021-07-26
56,73.04,2021-07-27
57,69.98,2021-07-28
58,71.96,2021-07-29
59,71.96,2021-07-30
60,69.98,2021-07-31
61,69.08,2021-08-01
62,73.94,2021-08-02
63,78.08,2021-08-03
64,75.02,2021-08-04
65,73.04,2021-08-05
66,73.04,2021-08-06
67,73.04,2021-08-07
68,73.94,2021-08-08
69,71.96,2021-08-09
70,73.94,2021-08-10
71,73.04,2021-08-11
72,75.92,2021-08-12
73,78.98,2021-08-13
74,80.06,2021-08-14
75,75.02,2021-08-15
76,75.92,2021-08-16
77,78.98,2021-08-17
78,78.08,2021-08-18
79,75.92,2021-08-19
80,78.08,2021-08-20
81,75.92,2021-08-21
82,75.02,2021-08-22
83,73.94,2021-08-23
84,75.92,2021-08-24
85,73.94,2021-08-25
86,75.02,2021-08-26
87,78.98,2021-08-27
88,77.0,2021-08-28
89,71.96,2021-08-29
90,69.98,2021-08-30
91,73.04,2021-08-31
