,Tmin,DateTime
2014-06-01,60.98,2014-06-01
2014-06-02,60.98,2014-06-02
2014-06-03,60.08,2014-06-03
2014-06-04,59.0,2014-06-04
2014-06-05,,2014-06-05
2014-06-06,60.98,2014-06-06
2014-06-07,60.98,2014-06-07
2014-06-08,60.98,2014-06-08
2014-06-09,60.08,2014-06-09
2014-06-10,59.0,2014-06-10
2014-06-11,62.96,2014-06-11
2014-06-12,62.96,2014-06-12
2014-06-13,62.06,2014-06-13
2014-06-14,62.06,2014-06-14
2014-06-15,62.06,2014-06-15
2014-06-16,62.96,2014-06-16
2014-06-17,62.06,2014-06-17
2014-06-18,60.98,2014-06-18
2014-06-19,60.98,2014-06-19
2014-06-20,62.06,2014-06-20
2014-06-21,64.04,2014-06-21
2014-06-22,64.04,2014-06-22
2014-06-23,64.94,2014-06-23
2014-06-24,64.94,2014-06-24
2014-06-25,64.94,2014-06-25
2014-06-26,64.94,2014-06-26
2014-06-27,66.02,2014-06-27
2014-06-28,66.02,2014-06-28
2014-06-29,66.92,2014-06-29
2014-06-30,66.92,2014-06-30
2014-07-01,66.02,2014-07-01
2014-07-02,66.02,2014-07-02
2014-07-03,64.94,2014-07-03
2014-07-04,66.02,2014-07-04
2014-07-05,66.02,2014-07-05
2014-07-06,69.08,2014-07-06
2014-07-07,68.0,2014-07-07
2014-07-08,68.0,2014-07-08
2014-07-09,66.92,2014-07-09
2014-07-10,66.92,2014-07-10
2014-07-11,66.02,2014-07-11
2014-07-12,66.02,2014-07-12
2014-07-13,66.02,2014-07-13
2014-07-14,66.92,2014-07-14
2014-07-15,69.08,2014-07-15
2014-07-16,68.0,2014-07-16
2014-07-17,66.92,2014-07-17
2014-07-18,66.02,2014-07-18
2014-07-19,66.02,2014-07-19
2014-07-20,66.02,2014-07-20
2014-07-21,66.92,2014-07-21
2014-07-22,64.94,2014-07-22
2014-07-23,66.02,2014-07-23
2014-07-24,64.94,2014-07-24
2014-07-25,66.92,2014-07-25
2014-07-26,68.0,2014-07-26
2014-07-27,64.94,2014-07-27
2014-07-28,66.02,2014-07-28
2014-07-29,68.0,2014-07-29
2014-07-30,66.92,2014-07-30
2014-07-31,68.0,2014-07-31
2014-08-01,66.92,2014-08-01
2014-08-02,64.04,2014-08-02
2014-08-03,64.94,2014-08-03
2014-08-04,68.0,2014-08-04
2014-08-05,64.04,2014-08-05
2014-08-06,62.06,2014-08-06
2014-08-07,62.96,2014-08-07
2014-08-08,64.94,2014-08-08
2014-08-09,66.02,2014-08-09
2014-08-10,66.92,2014-08-10
2014-08-11,66.02,2014-08-11
2014-08-12,64.94,2014-08-12
2014-08-13,66.02,2014-08-13
2014-08-14,66.02,2014-08-14
2014-08-15,64.94,2014-08-15
2014-08-16,62.96,2014-08-16
2014-08-17,66.92,2014-08-17
2014-08-18,,2014-08-18
2014-08-19,66.02,2014-08-19
2014-08-20,68.0,2014-08-20
2014-08-21,66.92,2014-08-21
2014-08-22,66.92,2014-08-22
2014-08-23,66.92,2014-08-23
2014-08-24,66.02,2014-08-24
2014-08-25,66.02,2014-08-25
2014-08-26,64.04,2014-08-26
2014-08-27,64.94,2014-08-27
2014-08-28,66.92,2014-08-28
2014-08-29,69.08,2014-08-29
2014-08-30,66.92,2014-08-30
2014-08-31,66.02,2014-08-31
